year,Base case cost,Modeled water and wastewater efficiency
2017,3941.22462042,3197.56373525
2018,4485.98207138,3370.5395281
2019,5244.75137808,3611.47009672
2020,5594.95259655,3722.6688207
2021,5847.87569879,3802.97901024
2022,6022.97630802,3858.57837223
2023,6159.16567077,3901.82232045
2024,6256.44378701,3932.71085488
2025,6373.1775265,3969.77709621
2026,6528.82251249,4019.19875131
2027,6665.01187523,4062.44269953
2028,6762.28999147,4093.33123397
2029,6917.93497746,4142.75288907
2030,6995.75747046,4167.46371662
2031,7151.40245645,4216.88537172
