year,Base case cost,Modeled non-residential energy efficiency
2017,213547.876863,255469.638082
2018,234667.693876,272571.266205
2019,264838.861039,297717.610227
2020,279170.165441,308886.849359
2021,288975.794768,316087.657846
2022,296518.586559,321321.111156
2023,301798.540812,324586.399543
2024,306324.215886,327217.335341
2025,310849.890961,329880.447861
2026,317638.403572,334576.887621
2027,322918.357826,337969.410394
2028,327444.0329,340724.598523
2029,333478.266332,344843.654313
2030,336495.383049,346322.082563
2031,343283.89566,351164.927438
