year,annotation,diesel generation efficiency
2002,,11.13
2003,,10.26
2004,,12.51
2005,,11.73
2006,,11.43
2007,,11.62
2011,,10.95
2012,,12.66
2013,,12.53
2014,,12.8
2015,,12.05
2016,start of forecast,12.46
2017,,12.46
2018,,12.46
2019,,12.46
2020,,12.46
2021,,12.46
2022,,12.46
2023,,12.46
2024,,12.46
2025,,12.46
2026,,12.46
2027,,12.46
2028,,12.46
2029,,12.46
2030,,12.46
2031,,12.46
2032,,12.46
2033,,12.46
2034,,12.46
2035,,12.46
2036,,12.46
2037,,12.46
2038,,12.46
2039,,12.46
2040,,12.46
