year,Base case cost,Modeled diesel efficiency
2019,147967.587474,323443.154784
2020,158380.121407,328481.114266
2021,165504.48673,330633.610347
2022,170984.767747,331392.832763
2023,174820.96446,330756.406168
2024,178369.907789,329955.493515
2025,181662.890702,329016.277662
2026,186602.365072,329666.048089
2027,190444.17847,329407.960387
2028,193737.161383,328738.841612
2029,198127.805267,329153.441929
2030,200323.127209,327656.12849
2031,205262.601579,328735.367659
2032,210202.075948,329894.556668
2033,215141.550318,331131.821642
2034,220081.024687,332445.332726
2035,223374.0076,332336.492445
2036,228862.312455,334296.113313
2037,231606.464883,333832.059866
2038,237094.769738,335932.035859
