year,Base case cost,Modeled residential energy efficiency
2017,58699.7597176,62961.765712
2018,64488.7054994,67493.1783375
2019,72758.6280447,74110.6296321
2020,76686.8412538,77097.8722514
2021,79374.566081,79052.9499916
2022,81442.0467173,80495.3388925
2023,82889.2831628,81424.8759689
2024,84129.7715446,82187.8306803
2025,85370.2599264,82957.261903
2026,87230.9924991,84252.6607829
2027,88678.2289445,85207.8075207
2028,89918.7173263,85995.7716674
2029,91572.7018354,87136.054792
2030,92399.6940899,87589.2329632
2031,94260.4266626,88914.1001775
2032,96121.1592353,90244.4532127
2033,97981.891808,91580.1634916
2034,99842.6243807,92921.1054547
2035,101083.112763,93747.5135458
2036,103150.593399,95271.7682135
