year,Base case cost,Modeled diesel efficiency
2019,63256.5514814,205060.074156
2020,65943.9213156,204044.838007
2021,68011.1288803,202546.871817
2022,69161.3443715,200294.43067
2023,69984.6937092,197822.137651
2024,70808.043047,195425.33178
2025,71528.9154285,193009.08315
2026,72445.0240801,190842.312481
2027,73261.3060415,188655.093287
2028,73756.9058039,186244.999986
2029,74772.8411455,184374.985449
2030,75256.9564214,182086.972787
2031,75935.4245452,180039.584914
2032,76805.5952509,178228.913748
2033,77321.51372,176157.173182
2034,77816.2300603,174125.707054
2035,78055.6374321,171920.295074
2036,78875.4530817,170299.317398
2037,78935.5257802,168043.123567
2038,79730.6056128,166509.277612
