year,Base case cost,Modeled non-residential energy efficiency
2017,160484.729581,170266.083464
2018,168653.902261,176927.589363
2019,179793.68319,186278.453456
2020,184620.921592,189964.572791
2021,188334.181901,192663.662815
2022,190933.464118,194375.362191
2023,192418.768242,195099.318066
2024,193904.072365,195837.632657
2025,195760.70252,196924.118433
2026,197988.658706,198358.446765
2027,199473.96283,199137.849792
2028,200959.266953,199930.311995
2029,202815.897108,201069.676333
2030,204301.201232,201887.345909
2031,206157.831386,203051.326807
