year,Base case cost,Modeled residential energy efficiency
2017,70071.5933876,73455.2129236
2018,66321.8158057,69044.2823809
2019,70472.2793158,72390.5468428
2020,72270.8135035,73707.1416826
2021,73654.3013402,74670.166298
2022,74622.7428259,75279.4889076
2023,75176.1379606,75534.980825
2024,75729.5330952,75795.7094221
2025,76421.2770136,76181.2830028
2026,77251.3697156,76691.5817157
2027,77804.7648503,76967.2954249
2028,78358.159985,77247.7718669
2029,79049.9039033,77652.6304651
2030,79603.299038,77942.3001336
2031,80295.0429563,78356.1364871
