year,Base case diesel consumed,Modeled non-residential ashp
2017,3151.05487122,-3699.06441404
2018,3151.05487122,-3699.06441404
2019,3151.05487122,-3699.06441404
2020,3151.05487122,-3699.06441404
2021,3151.05487122,-3699.06441404
2022,3151.05487122,-3699.06441404
2023,3151.05487122,-3699.06441404
2024,3151.05487122,-3699.06441404
2025,3151.05487122,-3699.06441404
2026,3151.05487122,-3699.06441404
2027,3151.05487122,-3699.06441404
2028,3151.05487122,-3699.06441404
2029,3151.05487122,-3699.06441404
2030,3151.05487122,-3699.06441404
2031,3151.05487122,-3699.06441404
