year,Base case cost,Modeled residential energy efficiency
2017,1805226.41543,2032458.25109
2018,1931372.6546,2139425.98201
2019,2095671.97923,2281606.08182
2020,2202996.8072,2373391.14276
2021,2300922.77209,2458117.79954
2022,2394223.55723,2539143.28363
2023,2486202.89187,2620119.0085
2024,2568608.26769,2692081.86091
2025,2659226.36656,2772460.83901
2026,2754475.83546,2856611.41502
2027,2851093.0214,2943029.29297
2028,2945030.94973,3027310.1489
2029,3043927.42157,3116381.73987
2030,3143488.00479,3207003.70479
2031,3252975.43947,3306317.73475
