year,Base case diesel consumed,Modeled non-residential ashp
2017,43404.1538089,-50952.702203
2018,43404.1538089,-50952.702203
2019,43404.1538089,-50952.702203
2020,43404.1538089,-50952.702203
2021,43404.1538089,-50952.702203
2022,43404.1538089,-50952.702203
2023,43404.1538089,-50952.702203
2024,43404.1538089,-50952.702203
2025,43404.1538089,-50952.702203
2026,43404.1538089,-50952.702203
2027,43404.1538089,-50952.702203
2028,43404.1538089,-50952.702203
2029,43404.1538089,-50952.702203
2030,43404.1538089,-50952.702203
2031,43404.1538089,-50952.702203
