year,Base case cost,Modeled solar power (pv)
2016,419868.182353,
2017,514027.376131,
2018,591955.425304,
2019,696915.717638,
2020,760001.995732,
2021,810115.93027,
2022,856926.93445,
2023,897216.937439,
2024,935862.654767,
2025,975515.550101,
2026,1025480.02263,
2027,1070762.91968,
2028,1114066.37077,
2029,1161954.34122,
2030,1204666.74558,
2031,1262302.79379,
2032,1318046.9535,
2033,1375262.76628,
2034,1438235.13648,
2035,1491874.75261,
