year,Base case cost,Modeled diesel efficiency
2019,696915.717638,1001800.28186
2020,760001.995732,1050520.80617
2021,810115.93027,1087650.57131
2022,856926.93445,1121975.21212
2023,897216.937439,1150564.5802
2024,935862.654767,1177847.53115
2025,975515.550101,1206230.07162
2026,1025480.02263,1244166.43472
2027,1070762.91968,1278022.27043
2028,1114066.37077,1310249.94774
2029,1161954.34122,1346812.693
2030,1204666.74558,1378833.77873
2031,1262302.79379,1424581.38497
2032,1318046.9535,1468764.92382
2033,1375262.76628,1514438.50785
2034,1438235.13648,1565493.93845
2035,1491874.75261,1608210.17609
2036,1558909.11981,1663245.18804
2037,1612176.28643,1705902.96889
2038,1683334.61453,1764960.60427
