year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,314522.853687,232746.911729
2018,314522.853687,232746.911729
2019,314522.853687,232746.911729
2020,314522.853687,232746.911729
2021,314522.853687,232746.911729
2022,314522.853687,232746.911729
2023,314522.853687,232746.911729
2024,314522.853687,232746.911729
2025,314522.853687,232746.911729
2026,314522.853687,232746.911729
2027,314522.853687,232746.911729
2028,314522.853687,232746.911729
2029,314522.853687,232746.911729
2030,314522.853687,232746.911729
2031,314522.853687,232746.911729
