year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,725336.71,10916.9,652658.15,666299.29
2018,725053.29,10908.83,652658.15,663289.19
2019,724840.73,10903.16,652658.15,660279.08
2020,724628.16,10896.19,652658.15,657268.98
2021,724344.74,10888.25,652658.15,652753.83
2022,724061.33,10880.62,652658.15,649743.72
2023,723777.91,10872.33,652658.15,645228.57
2024,723565.35,10864.85,652658.15,642218.47
2025,723281.93,10857.53,652658.15,639208.37
2026,723069.36,10850.68,652658.15,634693.21
2027,722856.8,10843.46,652658.15,631683.11
2028,722573.38,10836.12,652658.15,628673.01
2029,722573.38,10835.44,652658.15,628673.01
2030,722502.53,10833.46,652658.15,627167.95
2031,722360.82,10829.71,652658.15,625662.9
2032,722148.26,10822.12,652658.15,621147.75
2033,721793.98,10812.65,652658.15,616632.59
2034,721510.57,10803.72,652658.15,613622.49
2035,721227.15,10796.42,652658.15,609107.34
2036,721085.44,10791.41,652658.15,607602.29
2037,721014.59,10789.48,652658.15,606097.24
2038,720872.88,10786.15,652658.15,604592.18
2039,720731.17,10781.57,652658.15,603087.13
2040,720518.61,10775.19,652658.15,600077.03
