year,Base case cost,Modeled non-residential energy efficiency
2017,3339703.47839,3537725.42349
2018,3578341.98036,3749218.03039
2019,3923042.03876,4059814.97848
2020,4082134.37341,4197676.93457
2021,4197034.39288,4294596.02398
2022,4285419.02324,4367041.27559
2023,4347288.26449,4415007.10458
2024,4391480.57967,4446725.43089
2025,4453349.82092,4495140.42389
2026,4524057.52521,4552009.5085
2027,4585926.76646,4600852.85763
2028,4630119.08164,4633428.1373
2029,4700826.78593,4690917.37255
2030,4745019.10111,4723891.59
2031,4815726.80539,4781770.41293
