year,Base case cost,Modeled water and wastewater efficiency
2017,88938.7492805,122044.488205
2018,94858.4990153,124805.726047
2019,103465.725241,129483.699925
2020,107375.905934,130900.490369
2021,110155.860422,131555.738351
2022,112269.070453,131773.90893
2023,113704.073379,131546.062186
2024,114704.789003,131042.83457
2025,116148.0307,130877.982999
2026,117816.523979,130898.623375
2027,119255.737688,130785.326035
2028,120249.230649,130385.827188
2029,122003.707873,130546.932683
2030,123076.105373,130254.698636
2031,124781.716746,130430.271626
