year,Base case cost,Modeled water and wastewater efficiency
2017,48181.0753895,41930.7390075
2018,50886.8675921,43669.2734251
2019,54746.0755292,46147.8494985
2020,56543.66974,47302.2543444
2021,57878.9440769,48159.5578457
2022,58764.3256963,48727.9764956
2023,59465.8423869,49178.3158588
2024,59984.344393,49511.1358929
2025,60582.5084271,49895.0900787
2026,61433.8464912,50441.6384021
2027,61984.1084827,50794.8204012
2028,62514.2062984,51135.1633307
2029,63164.8252623,51553.1634194
2030,63516.7771663,51779.3526302
2031,64279.2511591,52269.6565046
