year,Base case diesel consumed,Modeled non-residential ashp
2017,215686.551873,129824.370439
2018,215686.551873,129824.370439
2019,216794.643658,130932.462224
2020,216794.643658,130932.462224
2021,216794.643658,130932.462224
2022,216794.643658,130932.462224
2023,216794.643658,130932.462224
2024,215686.551873,129824.370439
2025,215686.551873,129824.370439
2026,215686.551873,129824.370439
2027,214578.460088,128716.278654
2028,213470.368302,127608.186868
2029,213470.368302,127608.186868
2030,212362.276517,126500.095083
2031,211254.184732,125392.003298
