year,Base case cost,Modeled wind power
2019,1785313.35278,2265087.40769
2020,1912510.8811,2361425.15143
2021,1991099.30945,2420523.18953
2022,2055512.00367,2468693.89187
2023,2091621.52824,2495058.22131
2024,2127288.81867,2520980.31661
2025,2162977.23973,2546923.54255
2026,2212112.38778,2583065.09709
2027,2253909.87439,2613493.18939
2028,2289171.15463,2639009.27449
2029,2328153.73787,2666622.46342
2030,2354355.20935,2684702.93895
2031,2401049.01359,2718403.14969
2032,2448794.06727,2753154.60987
2033,2503812.63579,2793555.3857
2034,2558862.14562,2833987.10283
2035,2592490.3291,2857870.09118
2036,2645862.97155,2896624.94094
2037,2671803.32867,2914444.30212
2038,2724631.10243,2952654.28318
