year,Base case cost,Modeled biomass for heat (cordwood)
2017,2397480.26597,3170203.11946
2018,2622044.39597,3336249.10851
2019,2929780.42597,3563793.61203
2020,3087807.03597,3680640.78951
2021,3187613.31597,3754439.00686
2022,3270785.21597,3815937.52133
2023,3320688.35597,3852836.63001
2024,3370591.49597,3889735.73868
2025,3420494.63597,3926634.84736
2026,3487032.15597,3975833.65893
2027,3545252.48597,4018882.61906
2028,3595155.62597,4055781.72774
2029,3653375.95597,4098830.68786
2030,3694961.90597,4129579.94509
2031,3761499.42597,4178778.75666
2032,,
2033,,
2034,,
2035,,
2036,,
