year,annotation,Average Load
2003,,2455.0
2004,,2492.0
2005,,2657.0
2006,,2659.0
2007,,2816.0
2008,,2681.0
2009,,2739.0
2010,,2690.0
2011,,2930.0
2012,,2924.0
2013,,3025.0
2014,start of forecast,2953.0
2015,,2952.0
2016,,2951.0
2017,,2950.0
2018,,2948.0
2019,,2946.0
2020,,2943.0
2021,,2941.0
2022,,2939.0
2023,,2937.0
2024,,2934.0
2025,,2932.0
2026,,2930.0
2027,,2927.0
2028,,2925.0
2029,,2921.0
2030,,2918.0
2031,,2916.0
2032,,2913.0
2033,,2912.0
2034,,2910.0
2035,,2907.0
2036,,2905.0
2037,,2903.0
2038,,2900.0
2039,,2898.0
2040,,2896.0
