year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,91639.09,9433.43,164530.35,111349.49
2018,91858.84,9441.7,164530.35,113834.6
2019,92151.85,9450.12,164530.35,116319.71
2020,92371.61,9458.51,164530.35,117562.27
2021,92664.62,9466.78,164530.35,120047.38
2022,92957.63,9475.09,164530.35,122532.49
2023,93177.39,9483.4,164530.35,123775.05
2024,93470.4,9491.92,164530.35,126260.16
2025,93690.16,9500.54,164530.35,128745.27
2026,93983.17,9509.29,164530.35,131230.38
2027,94276.18,9517.97,164530.35,132472.94
2028,94569.19,9526.64,164530.35,134958.05
2029,94862.2,9536.49,164530.35,137443.16
2030,95155.21,9546.11,164530.35,139928.27
2031,95448.22,9555.4,164530.35,142413.38
2032,95741.24,,,144898.5
2033,95960.99,,,146141.05
2034,96254.0,,,148626.16
2035,96473.76,,,149868.72
2036,96766.77,,,152353.83
