year,Base case cost,Modeled diesel efficiency
2019,246045.452696,446518.774818
2020,261411.664629,455265.220333
2021,272433.993415,460185.091436
2022,280732.05552,462747.89774
2023,286986.368218,463569.489578
2024,292562.361222,463888.430577
2025,297934.711811,464133.573607
2026,305445.307747,466431.298205
2027,312054.163353,468015.432841
2028,317752.48831,468875.497851
2029,324428.73637,470725.839288
2030,329237.041425,470976.932957
2031,336932.234081,473949.034543
2032,344668.448231,477052.729865
2033,352176.846587,480041.41114
2034,359989.976037,483397.053575
2035,365635.559074,484870.024309
2036,374487.41134,489343.551908
2037,379217.336041,490153.629146
2038,388145.371081,494861.963795
