year,Base case cost,Modeled water and wastewater efficiency
2017,81672.4764151,55463.7313413
2018,85633.2587082,57037.8782334
2019,90987.6267452,59283.6656188
2020,93593.9856269,60231.2614995
2021,95436.8896053,60823.3302188
2022,96823.5825777,61205.9302003
2023,97905.6190876,61450.7811854
2024,98839.918169,61632.7720284
2025,99778.4351541,61823.8202409
2026,101031.79767,62171.8689057
2027,102132.054997,62453.4058887
2028,103079.486382,62668.4678206
2029,104208.46513,62979.0787145
2030,105024.46254,63146.0374672
2031,106304.335144,63539.5081334
