year,annotation,diesel generation efficiency
2002,,12.72
2003,,12.98
2004,,13.71
2005,,13.69
2006,,13.46
2007,,13.79
2008,,13.78
2009,,13.67
2010,,13.9
2011,,14.4
2012,,13.13
2013,,13.32
2014,,13.36
2015,,14.27
2016,start of forecast,13.65
2017,,13.65
2018,,13.65
2019,,13.65
2020,,13.65
2021,,13.65
2022,,13.65
2023,,13.65
2024,,13.65
2025,,13.65
2026,,13.65
2027,,13.65
2028,,13.65
2029,,13.65
2030,,13.65
2031,,13.65
2032,,13.65
2033,,13.65
2034,,13.65
2035,,13.65
2036,,13.65
2037,,13.65
2038,,13.65
2039,,13.65
2040,,13.65
