year,Base case cost,Modeled residential energy efficiency
2017,825997.930526,814676.107796
2018,883556.401896,859612.809696
2019,957498.258208,917802.609535
2020,993676.743034,944746.795263
2021,1032285.73241,975990.935592
2022,1066482.08491,1003975.13785
2023,1087250.91687,1019325.22244
2024,1117017.81176,1044107.52106
2025,1147121.12102,1069301.17653
2026,1181231.50034,1097860.26813
2027,1203093.67898,1114600.03976
2028,1234223.05204,1141034.21144
2029,1267608.27091,1169434.97873
2030,1297491.04125,1195114.67978
2031,1333603.08603,1226016.42756
2032,1370186.11093,1257452.63423
2033,1395784.35856,1277966.05461
2034,1433191.59864,1310349.0055
2035,1455203.29416,1328110.35099
2036,1495488.74662,1363130.95709
