year,Base case cost,Modeled non-residential energy efficiency
2017,1173913.81921,1259636.50403
2018,1231118.72575,1308051.33992
2019,1308917.39864,1375663.64972
2020,1345528.53883,1405202.70842
2021,1370698.69771,1424239.61627
2022,1389004.2678,1437014.04582
2023,1402733.44537,1445644.68218
2024,1414174.42668,1452250.26569
2025,1425615.40798,1458949.59069
2026,1441632.78181,1469982.5484
2027,1455361.95938,1478983.86084
2028,1466802.94069,1485951.43271
2029,1480532.11826,1495125.3061
2030,1489684.90331,1500140.3504
2031,1505702.27714,1511599.8349
