year,Base case diesel consumed,Modeled diesel efficiency
2019,92151.8549423,83774.4135839
2020,92371.612943,83974.1935845
2021,92664.6236105,84240.5669186
2022,92957.6342781,84506.9402528
2023,93177.3922787,84706.7202534
2024,93470.4029463,84973.0935875
2025,93690.1609469,85172.8735881
2026,93983.1716145,85439.2469222
2027,94276.182282,85705.6202564
2028,94569.1929495,85971.9935905
2029,94862.2036171,86238.3669246
2030,95155.2142846,86504.7402588
2031,95448.2249522,86771.1135929
2032,95741.2356197,87037.486927
2033,95960.9936204,87237.2669276
2034,96254.0042879,87503.6402617
2035,96473.7622886,87703.4202623
2036,96766.7729561,87969.7935965
2037,96986.5309568,88169.5735971
2038,97279.5416243,88435.9469312
