year,Base case cost,Modeled diesel efficiency
2019,206068.839301,370238.55999
2020,219088.128829,377787.482779
2021,228959.430802,382575.070466
2022,236665.704335,385492.567434
2023,242729.515362,387012.733996
2024,247887.492969,387802.987228
2025,253379.944255,388988.685994
2026,259968.682206,391260.245856
2027,266237.899421,393328.477651
2028,271565.868356,394626.132108
2029,277935.821173,396954.152901
2030,282980.471228,398158.51347
2031,289817.900196,401071.931272
2032,297402.189212,404741.713376
2033,304343.501769,407902.557989
2034,312037.970349,411821.904889
2035,316611.996265,412976.570665
2036,324400.117475,417123.53671
2037,330110.566898,419450.455801
2038,338002.571697,423827.741382
