year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,64297.65,8845.14,97747.09,56962.68
2018,64691.14,8848.99,97747.09,58205.24
2019,65005.94,8852.98,97747.09,59447.79
2020,65399.44,8857.01,97747.09,60690.35
2021,65792.94,8861.0,97747.09,61932.91
2022,66107.74,8864.99,97747.09,63175.46
2023,66501.24,8868.95,97747.09,64418.02
2024,66816.04,8872.95,97747.09,65660.57
2025,67209.53,8876.93,97747.09,66903.13
2026,67524.33,8880.89,97747.09,68145.68
2027,67917.83,8884.76,97747.09,69388.24
2028,68232.63,8888.55,97747.09,69388.24
2029,68626.13,8892.81,97747.09,70630.8
2030,69019.63,8896.9,97747.09,71873.35
2031,69334.43,8900.79,97747.09,73115.91
2032,69649.22,8904.21,97747.09,74358.46
2033,69964.02,8907.45,97747.09,75601.02
2034,70278.82,8910.65,97747.09,76843.57
2035,70514.92,8913.92,97747.09,76843.57
2036,70829.72,8917.34,97747.09,78086.13
2037,71144.52,8920.89,97747.09,79328.69
2038,71459.32,8924.33,97747.09,80571.24
2039,71774.12,8927.52,97747.09,81813.8
2040,72010.22,8930.5,97747.09,81813.8
