year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,586281.0,207627.0,378654.0
2004,,573520.0,209724.0,363796.0
2005,,555886.0,201069.0,354817.0
2006,,552667.0,201162.0,351505.0
2007,,556303.0,204396.0,351907.0
2008,,516416.0,208528.0,307888.0
2009,,569935.0,210614.0,359321.0
2010,,555425.0,207552.0,347873.0
2011,,611705.0,225996.0,385709.0
2012,,756123.0,245274.0,510849.0
2013,,769692.0,243090.0,526602.0
2014,start of forecast,698322.0,223936.0,474387.0
2015,,701699.0,227312.0,474387.0
2016,,705269.0,230883.0,474387.0
2017,,708955.0,234569.0,474387.0
2018,,712783.0,238396.0,474387.0
2019,,716752.0,242366.0,474387.0
2020,,720765.0,246379.0,474387.0
2021,,724739.0,250352.0,474387.0
2022,,728708.0,254321.0,474387.0
2023,,732646.0,258260.0,474387.0
2024,,736623.0,262236.0,474387.0
2025,,740580.0,266193.0,474387.0
2026,,744519.0,270133.0,474387.0
2027,,748369.0,273982.0,474387.0
2028,,752143.0,277757.0,474387.0
2029,,756377.0,281990.0,474387.0
2030,,760450.0,286063.0,474387.0
2031,,764323.0,289936.0,474387.0
2032,,767725.0,293338.0,474387.0
2033,,770945.0,296558.0,474387.0
2034,,774130.0,299743.0,474387.0
2035,,777384.0,302997.0,474387.0
2036,,780780.0,306393.0,474387.0
2037,,784312.0,309926.0,474387.0
2038,,787737.0,313350.0,474387.0
2039,,790911.0,316525.0,474387.0
2040,,793877.0,319490.0,474387.0
