year,Base case cost,Modeled residential energy efficiency
2017,442943.416555,426690.693971
2018,476513.884674,453250.743489
2019,521385.816743,488987.752108
2020,547514.549203,510173.934049
2021,569794.573246,528453.646363
2022,589789.378794,545028.428592
2023,607344.637992,559743.044485
2024,624195.316157,573970.552069
2025,641251.764795,588439.926463
2026,660471.867235,604747.184804
2027,678970.241103,620547.648793
2028,684946.776328,624040.401566
2029,703788.100984,640250.26309
2030,720808.722627,655032.501773
2031,741143.415131,672618.589613
2032,762817.147629,691393.782134
2033,783717.708935,709606.171742
2034,805991.605313,729040.544716
2035,811486.477517,732446.408854
2036,834154.767302,752331.457811
