year,Base case cost,Modeled water and wastewater efficiency
2017,99131.1242085,80194.7509361
2018,104453.135074,83688.5229799
2019,111961.856315,88721.3970417
2020,115304.320658,90838.4113122
2021,117741.689621,92326.1346238
2022,119636.519376,93438.6688148
2023,120987.235506,94174.7631918
2024,122158.266435,94789.8672685
2025,123330.298736,95410.5494943
2026,124867.91371,96292.3696006
2027,126223.114197,97050.895797
2028,127395.831382,97685.9712316
2029,128762.09491,98461.3913197
2030,129761.19514,98983.5985507
2031,131305.805763,99892.5461761
