year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8845.13816484,5749.33980714
2018,8848.98562804,5751.84065823
2019,8852.9757431,5754.43423301
2020,8857.00962785,5757.0562581
2021,8861.00374623,5759.65243505
2022,8864.99372785,5762.2459231
2023,8868.95261696,5764.81920102
2024,8872.94980456,5767.41737296
2025,8876.92764275,5770.00296779
2026,8880.88746597,5772.57685288
2027,8884.75681403,5775.09192912
2028,8888.55129988,5777.55834493
2029,8892.80683546,5780.32444305
2030,8896.90103699,5782.98567404
2031,8900.79413811,5785.51618977
