year,Base case diesel consumed,Modeled solar power (pv)
2016,64298.1986126,63372.7009114
2017,64373.7546627,63455.6609431
2018,64449.3107128,63538.5617429
2019,64524.8667629,63621.4037847
2020,64600.4228129,63704.1875386
2021,64675.978863,63786.9134709
2022,64751.5349131,63869.5820441
2023,64751.5349131,63876.637667
2024,64827.0909631,63959.1928951
2025,64902.6470132,64041.6921297
2026,64978.2030633,64124.1358188
2027,65053.7591134,64206.5244069
2028,65129.3151634,64288.8583346
2029,65204.8712135,64371.1380393
2030,65280.4272636,64453.3639548
2031,65355.9833137,64535.5365113
2032,65355.9833137,64542.1000857
2033,65431.5393637,64624.1672016
2034,65507.0954138,64706.182229
2035,65582.6514639,64788.1455846
