year,Base case cost,Modeled diesel efficiency
2019,190993.605618,372703.208904
2020,202845.327633,378811.736215
2021,210843.691093,381526.564171
2022,216917.641959,382598.717026
2023,221450.249403,382373.936584
2024,224950.005642,381312.044221
2025,229106.343957,380946.501434
2026,234571.313058,381867.748758
2027,238747.295946,381712.039794
2028,242281.052408,381065.114944
2029,247126.461899,381701.057369
2030,250676.840692,381248.034526
2031,256195.45459,382670.581295
2032,260770.373422,383319.466648
2033,266306.36521,384924.323376
2034,271854.445967,386620.510644
2035,276102.962663,387213.733579
2036,281349.57478,388790.934695
2037,284956.620611,388952.443976
2038,290543.234953,390986.630296
