year,Base case cost,Modeled water and wastewater efficiency
2017,53729.1047505,35108.100314
2018,56582.0228502,36834.2195577
2019,60352.5443724,39153.4287424
2020,62159.1804713,40161.5683474
2021,63345.3354766,40756.7288183
2022,64220.6629335,41144.4066943
2023,64889.2444648,41395.7745029
2024,65351.1448337,41509.8893911
2025,65914.2726883,41690.1404669
2026,66679.9955848,42000.94016
2027,67241.0929515,42180.7713706
2028,67699.9147864,42296.1881536
2029,68355.0954848,42521.4428933
2030,68807.4534014,42620.4844938
2031,69564.8741594,42919.772832
