year,Base case diesel consumed,Modeled diesel efficiency
2019,64524.8667629,58658.9697844
2020,64600.4228129,58727.6571027
2021,64675.978863,58796.3444209
2022,64751.5349131,58865.0317392
2023,64751.5349131,58865.0317392
2024,64827.0909631,58933.7190574
2025,64902.6470132,59002.4063757
2026,64978.2030633,59071.0936939
2027,65053.7591134,59139.7810122
2028,65129.3151634,59208.4683304
2029,65204.8712135,59277.1556486
2030,65280.4272636,59345.8429669
2031,65355.9833137,59414.5302851
2032,65355.9833137,59414.5302851
2033,65431.5393637,59483.2176034
2034,65507.0954138,59551.9049216
2035,65582.6514639,59620.5922399
2036,65582.6514639,59620.5922399
2037,65658.207514,59689.2795581
2038,65733.763564,59757.9668764
