year,Base case diesel consumed,Modeled residential ashp
2017,96450.4959226,7064.17709633
2018,99132.0052559,9745.68642966
2019,100472.759923,11086.4410963
2020,103154.269256,13767.9504296
2021,104495.023923,15108.7050963
2022,107176.533256,17790.2144296
2023,108517.287923,19130.9690963
2024,111198.797256,21812.4784296
2025,113880.306589,24493.987763
2026,115221.061256,25834.7424296
2027,117902.570589,28516.251763
2028,119243.325256,29857.0064296
2029,121924.834589,32538.5157629
2030,123265.589256,33879.2704296
2031,125947.098589,36560.7797629
