year,Base case cost,Modeled residential energy efficiency
2017,674141.8048,659102.634915
2018,728415.226103,702310.198111
2019,786438.885627,746738.474676
2020,830882.914068,783142.81095
2021,857651.276516,803670.964081
2022,891457.989312,832168.94135
2023,912124.530851,848167.880992
2024,941141.365094,873156.758649
2025,971978.909325,899738.089738
2026,995042.764172,918027.239364
2027,1026660.41878,945505.575179
2028,1045720.61087,960771.665148
2029,1079599.90741,990334.305884
2030,1099117.99038,1006167.15307
2031,1135394.60023,1037944.60576
2032,1158689.77454,1057080.73505
2033,1195882.16613,1089875.35918
2034,1221489.85914,1111134.20437
2035,1243930.98197,1129851.88477
2036,1270047.44262,1151713.92412
