year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,12249.15,818324.0,818324.0
2004,,12249.15,1055505.0,1055505.0
2005,,12249.15,885571.0,885571.0
2006,,12249.15,847134.0,847134.0
2007,,12249.15,821031.0,821031.0
2008,,12249.15,876226.0,876226.0
2009,,12249.15,897724.0,897724.0
2010,,12249.15,912290.0,912290.0
2011,,12249.15,870446.0,870446.0
2012,,12249.15,857032.0,857032.0
2013,,12249.15,864934.0,864934.0
2014,,12249.15,832979.0,832979.0
2015,,12249.15,851047.0,851047.0
2016,start of forecast,12249.15,851000.0,851000.0
2017,,12249.15,852000.0,852000.0
2018,,12249.15,853000.0,853000.0
2019,,12249.15,854000.0,854000.0
2020,,12249.15,855000.0,855000.0
2021,,12249.15,856000.0,856000.0
2022,,12249.15,857000.0,857000.0
2023,,12249.15,857000.0,857000.0
2024,,12249.15,858000.0,858000.0
2025,,12249.15,859000.0,859000.0
2026,,12249.15,860000.0,860000.0
2027,,12249.15,861000.0,861000.0
2028,,12249.15,862000.0,862000.0
2029,,12249.15,863000.0,863000.0
2030,,12249.15,864000.0,864000.0
2031,,12249.15,865000.0,865000.0
2032,,12249.15,865000.0,865000.0
2033,,12249.15,866000.0,866000.0
2034,,12249.15,867000.0,867000.0
2035,,12249.15,868000.0,868000.0
2036,,12249.15,868000.0,868000.0
2037,,12249.15,869000.0,869000.0
2038,,12249.15,870000.0,870000.0
2039,,12249.15,871000.0,871000.0
2040,,12249.15,871000.0,871000.0
