year,Base case diesel consumed,Modeled non-residential ashp
2017,103306.09492,72314.2664751
2018,103306.09492,72314.2664751
2019,103306.09492,72314.2664751
2020,103306.09492,72314.2664751
2021,103306.09492,72314.2664751
2022,103306.09492,72314.2664751
2023,103306.09492,72314.2664751
2024,103306.09492,72314.2664751
2025,103306.09492,72314.2664751
2026,103306.09492,72314.2664751
2027,103306.09492,72314.2664751
2028,103306.09492,72314.2664751
2029,103306.09492,72314.2664751
2030,103306.09492,72314.2664751
2031,103306.09492,72314.2664751
