year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,64373.75,7525.07,103306.09,89386.32
2018,64449.31,7492.46,103306.09,91871.43
2019,64524.87,7458.78,103306.09,93113.99
2020,64600.42,7424.86,103306.09,95599.1
2021,64675.98,7391.32,103306.09,96841.65
2022,64751.53,7357.83,103306.09,99326.77
2023,64751.53,7324.69,103306.09,100569.32
2024,64827.09,7291.37,103306.09,103054.43
2025,64902.65,7258.37,103306.09,105539.54
2026,64978.2,7225.55,103306.09,106782.1
2027,65053.76,7193.5,103306.09,109267.21
2028,65129.32,7162.1,103306.09,110509.77
2029,65204.87,7127.31,103306.09,112994.88
2030,65280.43,7093.76,103306.09,114237.44
2031,65355.98,7061.73,103306.09,116722.55
2032,65355.98,,,117965.1
2033,65431.54,,,120450.21
2034,65507.1,,,121692.77
2035,65582.65,,,122935.33
2036,65582.65,,,124177.88
