year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,35891.29,492724.74,439922.7,17837.81,262712.44,234219.11
2018,37833.65,521650.44,477877.4,18748.37,274244.9,250537.83
2019,40423.33,559873.7,518792.84,19929.21,289484.22,267646.05
2020,41575.97,578468.79,549846.69,20583.21,296897.94,281036.22
2021,42275.11,590865.53,568614.36,21070.23,301840.42,289036.91
2022,42745.75,600163.07,592145.32,21474.91,305547.28,299312.67
2023,43065.94,607394.5,606592.78,21823.31,308430.4,305531.75
2024,43234.62,612559.81,626734.68,22116.53,310489.76,314406.69
2025,43474.46,618758.17,648180.48,22439.81,312961.01,323798.43
2026,43855.91,627022.66,664354.31,22824.09,316255.99,330688.45
2027,44093.01,633221.02,686371.69,23148.08,318727.23,340288.73
2028,44258.6,638386.33,699702.4,23441.31,320786.6,346018.21
2029,44542.55,645617.76,723346.74,23812.54,323669.72,356253.16
2030,44687.58,650783.06,737012.95,24119.87,325729.08,362105.04
2031,45050.72,659047.55,762383.67,24514.16,329024.07,373010.93
2032,,,778757.09,,,379932.68
2033,,,804798.79,,,391083.37
2034,,,822836.46,,,398653.4
2035,,,838614.23,,,405316.75
2036,,,857024.67,,,413022.78
