year,Base case cost,Modeled water and wastewater efficiency
2017,46791.5803954,35566.9151024
2018,49089.1609057,37171.5844085
2019,52222.5301717,39359.9874022
2020,53579.0773653,40307.4147492
2021,54621.9131804,41035.7375179
2022,55352.1262896,41545.7250001
2023,55766.469956,41835.0820513
2024,56182.1183163,42125.3615536
2025,56698.8915691,42486.2416828
2026,57322.5538823,42921.7961475
2027,57735.7761166,43210.3625507
2028,58145.696925,43496.597043
2029,58666.595189,43860.3938472
2030,59079.0592869,44148.4261657
2031,59595.4355322,44509.0295877
