year,Base case diesel consumed,Modeled non-residential ashp
2017,9753.42577236,2903.3064871
2018,8656.31211338,1806.19282812
2019,8656.31211338,1806.19282812
2020,8656.31211338,1806.19282812
2021,8656.31211338,1806.19282812
2022,8656.31211338,1806.19282812
2023,8656.31211338,1806.19282812
2024,8656.31211338,1806.19282812
2025,8656.31211338,1806.19282812
2026,8656.31211338,1806.19282812
2027,8656.31211338,1806.19282812
2028,8656.31211338,1806.19282812
2029,8656.31211338,1806.19282812
2030,8656.31211338,1806.19282812
2031,8656.31211338,1806.19282812
