year,Base case diesel consumed,Modeled residential ashp
2017,9753.42577236,1462.32732669
2018,8656.31211338,365.213667705
2019,8656.31211338,365.213667705
2020,8656.31211338,365.213667705
2021,8656.31211338,365.213667705
2022,8656.31211338,365.213667705
2023,8656.31211338,365.213667705
2024,8656.31211338,365.213667705
2025,8656.31211338,365.213667705
2026,8656.31211338,365.213667705
2027,8656.31211338,365.213667705
2028,8656.31211338,365.213667705
2029,8656.31211338,365.213667705
2030,8656.31211338,365.213667705
2031,8656.31211338,365.213667705
