year,Base case cost,Modeled non-residential energy efficiency
2017,160484.72958,171695.686957
2018,168653.902261,179046.964151
2019,179793.683189,189071.433052
2020,184620.921592,193415.369576
2021,188334.181901,196756.85921
2022,190933.464118,199095.901953
2023,192418.768241,200432.497807
2024,193904.072365,201769.09366
2025,195760.70252,203439.838477
2026,197988.658706,205444.732257
2027,199473.962829,206781.328111
2028,200959.266953,208117.923964
2029,202815.897108,209788.668781
2030,204301.201232,211125.264635
2031,206157.831386,212796.009452
