year,Base case cost,Modeled diesel efficiency
2019,53988.3758109,200786.866092
2020,56457.356412,199475.772245
2021,58103.3434794,197499.837339
2022,59255.5344266,195156.378591
2023,60160.8273136,192667.941406
2024,60819.2221406,190032.663087
2025,61642.2156743,187622.812595
2026,62629.8079147,185436.613539
2027,63452.8014484,183173.06078
2028,64193.4956288,180905.277803
2029,65902.477263,179586.689165
2030,66485.6850263,177311.987125
2031,67485.4697636,175481.731034
2032,68485.2545008,173715.673822
2033,69485.0392381,172012.310788
2034,70568.1393701,170445.913846
2035,71234.6625282,168560.600395
2036,72317.7626602,167112.381804
2037,72984.2858184,165342.476923
2038,73984.0705556,163931.220751
