year,Base case cost,Modeled biomass for heat (cordwood)
2017,102389.635546,111108.707645
2018,108680.115546,115393.300461
2019,117245.875546,121368.883296
2020,121261.075546,123988.070604
2021,123937.875546,125625.81111
2022,125811.635546,126677.770269
2023,127283.875546,127440.653645
2024,128354.595546,127914.278018
2025,129692.995546,128593.286432
2026,131299.075546,129477.504152
2027,132637.475546,130170.902968
2028,133842.035546,130772.280637
2029,135314.275546,131578.367604
2030,136251.155546,131995.218592
2031,137857.235546,132913.357948
2032,,
2033,,
2034,,
2035,,
2036,,
