year,Base case cost,Modeled non-residential energy efficiency
2017,141954.574388,149812.548883
2018,149920.29255,156917.361709
2019,160767.22792,166755.796623
2020,165851.728875,171156.656972
2021,169241.396178,173964.873687
2022,171614.16329,175821.083816
2023,173478.480307,177205.71467
2024,174834.347228,178118.553775
2025,176529.18088,179360.468441
2026,178562.981262,180931.256034
2027,180257.814913,182189.858831
2028,181783.1652,183296.298545
2029,183647.482216,184731.031343
2030,184833.865772,185532.583167
2031,186867.666154,187142.708691
