year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,62029.17,102386.31,28969.81,22579.55,39568.26,81200.6
2018,65818.66,108676.59,30606.97,23559.69,41243.7,84638.89
2019,70978.9,117242.07,32836.28,24893.02,43525.16,89320.81
2020,73390.35,121257.14,33881.27,25525.69,44594.59,91515.46
2021,74989.31,123933.86,34577.94,25956.67,45307.54,92978.56
2022,76108.63,125807.55,35065.6,26258.14,45806.61,94002.73
2023,76987.51,127279.75,35448.76,26495.56,46198.73,94807.43
2024,77624.65,128350.43,35727.43,26670.36,46483.92,95392.67
2025,78423.38,129688.79,36075.76,26886.35,46840.39,96124.22
2026,79383.61,131294.82,36493.76,27143.57,47268.16,97002.08
2027,80163.89,132633.17,48275.69,27379.07,47624.64,105878.1
2028,80884.51,133837.69,48686.48,27571.37,47945.47,106591.36
2029,81760.83,135309.89,49188.56,27811.05,48337.6,107463.12
2030,82316.69,136246.74,49508.06,27965.44,48587.13,108017.88
2031,83276.6,137852.76,50055.78,28222.62,49014.9,108968.9
2032,,,50603.5,,,109919.91
2033,,,51151.21,,,110870.93
2034,,,51744.58,,,111901.19
2035,,,52109.72,,,112535.2
2036,,,52703.08,,,113565.47
