year,Base case cost,Modeled water and wastewater efficiency
2017,84608.7186705,59826.3463137
2018,89378.3519383,62964.3241837
2019,95871.9253894,67259.5951898
2020,98916.0449792,69244.0347155
2021,100945.978592,70550.4325812
2022,102366.77013,71449.2527528
2023,103483.065522,72145.0312376
2024,104295.018489,72637.9808099
2025,105309.728077,73268.0658593
2026,106527.179781,74035.2539368
2027,107542.955442,74670.3497503
2028,108455.87408,75235.4095431
2029,109571.878146,75938.3287456
2030,110282.125017,76370.0644447
2031,111499.224051,77142.5973325
