year,Base case diesel consumed,Modeled diesel efficiency
2019,8229.93533702,7481.75939729
2020,8229.93533702,7481.75939729
2021,8229.93533702,7481.75939729
2022,8229.93533702,7481.75939729
2023,8229.93533702,7481.75939729
2024,8229.93533702,7481.75939729
2025,8229.93533702,7481.75939729
2026,8229.93533702,7481.75939729
2027,8229.93533702,7481.75939729
2028,8229.93533702,7481.75939729
2029,8331.53947699,7574.12679726
2030,8331.53947699,7574.12679726
2031,8331.53947699,7574.12679726
2032,8331.53947699,7574.12679726
2033,8331.53947699,7574.12679726
2034,8331.53947699,7574.12679726
2035,8331.53947699,7574.12679726
2036,8331.53947699,7574.12679726
2037,8331.53947699,7574.12679726
2038,8331.53947699,7574.12679726
