year,Base case cost,Modeled wind power
2019,53988.3758109,
2020,56457.356412,
2021,58103.3434794,
2022,59255.5344266,
2023,60160.8273136,
2024,60819.2221406,
2025,61642.2156743,
2026,62629.8079147,
2027,63452.8014484,
2028,64193.4956288,
2029,65902.477263,
2030,66485.6850263,
2031,67485.4697636,
2032,68485.2545008,
2033,69485.0392381,
2034,70568.1393701,
2035,71234.6625282,
2036,72317.7626602,
2037,72984.2858184,
2038,73984.0705556,
