year,Base case cost,Modeled residential energy efficiency
2017,110170.414434,107699.471406
2018,115245.853228,112409.449446
2019,122157.089032,118848.53286
2020,125396.730815,121834.023859
2021,127556.492004,123804.786424
2022,129068.324836,125167.269123
2023,130256.19349,126226.300527
2024,131120.097966,126981.847561
2025,132199.97856,127941.981988
2026,133495.835274,129106.672267
2027,154153.791555,149647.480033
2028,155277.841489,150662.002045
2029,156651.680298,151914.802406
2030,157525.941358,152694.68929
2031,159024.674604,154068.379392
2032,160523.407851,155443.209404
2033,162022.141097,156819.152611
2034,163645.76878,158314.71011
2035,164644.924277,159218.693284
2036,166268.551961,160716.34915
