year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,920.14,96419.0,96419.0
2004,,920.14,91924.0,91924.0
2005,,920.14,101619.0,101619.0
2006,,920.14,101746.0,101746.0
2007,,920.14,96258.0,96258.0
2008,,920.14,80944.0,80944.0
2009,,920.14,65599.0,65599.0
2010,,920.14,80000.0,80000.0
2011,,920.14,79000.0,79000.0
2012,,920.14,75844.0,75844.0
2013,,920.14,77269.0,77269.0
2014,,920.14,71927.0,71927.0
2015,,920.14,79428.0,79428.0
2016,start of forecast,920.14,80000.0,80000.0
2017,,920.14,80000.0,80000.0
2018,,920.14,80000.0,80000.0
2019,,920.14,81000.0,81000.0
2020,,920.14,81000.0,81000.0
2021,,920.14,81000.0,81000.0
2022,,920.14,81000.0,81000.0
2023,,920.14,81000.0,81000.0
2024,,920.14,81000.0,81000.0
2025,,920.14,81000.0,81000.0
2026,,920.14,81000.0,81000.0
2027,,920.14,81000.0,81000.0
2028,,920.14,81000.0,81000.0
2029,,920.14,82000.0,82000.0
2030,,920.14,82000.0,82000.0
2031,,920.14,82000.0,82000.0
2032,,920.14,82000.0,82000.0
2033,,920.14,82000.0,82000.0
2034,,920.14,82000.0,82000.0
2035,,920.14,82000.0,82000.0
2036,,920.14,82000.0,82000.0
2037,,920.14,82000.0,82000.0
2038,,920.14,82000.0,82000.0
2039,,920.14,82000.0,82000.0
2040,,920.14,82000.0,82000.0
