year,Base case cost,Modeled non-residential energy efficiency
2017,303978.319518,346439.100132
2018,323597.639023,362046.63022
2019,350846.693891,384528.334161
2020,363381.25913,393885.566076
2021,372645.937785,400359.939051
2022,379185.710954,404438.176558
2023,383545.559733,406607.026023
2024,387360.427414,408328.749684
2025,392265.25729,411065.63265
2026,397715.068264,414328.999493
2027,402074.917043,416654.705149
2028,405889.784724,418529.608704
2029,411339.595698,421903.827096
2030,414064.501185,422874.549122
2031,420059.293256,426806.151784
