year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,675036.0,364798.0,310238.0
2004,,660016.0,350465.0,309551.0
2005,,592345.0,298103.0,294242.0
2006,,604325.0,297211.0,307114.0
2007,,599755.0,301762.0,297993.0
2008,,594564.0,303481.0,291083.0
2009,,601679.0,295457.0,306222.0
2010,,587798.0,298065.0,289733.0
2011,,603006.0,318290.0,284716.0
2012,,615943.0,319017.0,296926.0
2013,,630222.0,309997.0,320225.0
2014,start of forecast,608514.0,307892.0,300622.0
2015,,609176.0,308554.0,300622.0
2016,,609987.0,309365.0,300622.0
2017,,610929.0,310307.0,300622.0
2018,,611785.0,311163.0,300622.0
2019,,612714.0,312092.0,300622.0
2020,,613500.0,312878.0,300622.0
2021,,614264.0,313642.0,300622.0
2022,,614969.0,314347.0,300622.0
2023,,615577.0,314955.0,300622.0
2024,,616194.0,315571.0,300622.0
2025,,616861.0,316239.0,300622.0
2026,,617648.0,317026.0,300622.0
2027,,618465.0,317843.0,300622.0
2028,,619258.0,318636.0,300622.0
2029,,620161.0,319539.0,300622.0
2030,,621059.0,320436.0,300622.0
2031,,621825.0,321203.0,300622.0
2032,,622632.0,322010.0,300622.0
2033,,623357.0,322734.0,300622.0
2034,,624083.0,323460.0,300622.0
2035,,624812.0,324190.0,300622.0
2036,,625512.0,324890.0,300622.0
2037,,626317.0,325694.0,300622.0
2038,,627112.0,326490.0,300622.0
2039,,627783.0,327161.0,300622.0
2040,,628341.0,327719.0,300622.0
