year,Base case diesel consumed,Modeled diesel efficiency
2019,46953.8345373,42685.3041248
2020,47108.2879404,42825.7163095
2021,47262.7413435,42966.1284941
2022,47417.1947466,43106.5406787
2023,47494.4214481,43176.746771
2024,47648.8748512,43317.1589556
2025,47803.3282543,43457.5711403
2026,47957.7816574,43597.9833249
2027,48112.2350605,43738.3955095
2028,48343.9151651,43949.0137864
2029,48498.3685682,44089.4259711
2030,48652.8219713,44229.8381557
2031,48807.2753743,44370.2503403
2032,49038.955479,44580.8686172
2033,49193.408882,44721.2808019
2034,49347.8622851,44861.6929865
2035,49502.3156882,45002.1051711
2036,49656.7690913,45142.5173557
2037,49811.2224944,45282.9295403
2038,49965.6758975,45423.341725
