year,Base case cost,Modeled non-residential energy efficiency
2017,317410.259208,329782.296855
2018,337159.886245,346294.049351
2019,364809.364096,369943.348609
2020,377787.690434,380420.779224
2021,386816.091365,387372.310124
2022,393587.392063,392320.436388
2023,398665.867587,395772.23235
2024,402051.517936,397727.069321
2025,407129.99346,401230.641969
2026,412208.468983,404759.196415
2027,417286.944507,408312.147161
2028,421236.869914,410873.486205
2029,426315.345438,414473.527567
2030,429700.995787,416573.135443
2031,435343.746369,420725.804026
