year,population
2003,164.0
2004,185.0
2005,175.0
2006,176.0
2007,167.0
2008,155.0
2009,182.0
2010,194.0
2011,193.0
2012,194.0
2013,195.0
2014,196.0
2015,197.0
2016,199.0
2017,200.0
2018,202.0
2019,204.0
2020,206.0
2021,208.0
2022,209.0
2023,211.0
2024,213.0
2025,215.0
2026,217.0
2027,220.0
2028,222.0
2029,224.0
2030,227.0
2031,229.0
2032,231.0
2033,233.0
2034,235.0
2035,238.0
2036,240.0
2037,242.0
2038,244.0
2039,246.0
2040,248.0
