year,Base case cost,Modeled biomass for heat (cordwood)
2017,158492.219337,170446.992658
2018,170628.469337,179053.995962
2019,187619.219337,191259.089388
2020,195594.469337,196806.372051
2021,201142.469337,200567.104452
2022,205303.469337,203310.271924
2023,208424.219337,205292.079339
2024,210504.719337,206512.343476
2025,213625.469337,208509.240322
2026,216746.219337,210513.417687
2027,219866.969337,212524.704936
2028,222294.219337,214030.15046
2029,225414.969337,216055.161466
2030,227495.469337,217317.616611
2031,230962.969337,219612.108098
2032,,
2033,,
2034,,
2035,,
2036,,
